,Surgeons,NPI,URL,Gender,Surgery Volume,Med School,Med Year,Residency,Certifications,Hospitals,# Death Cases,Death Rate,# Problem Cases,Problem Rate,Combined Score,Avg Review,# of Reviews
629,Dr. Oktavijan Paul Minanov,1306802095,www.checkbook.org/surgeonratings/Lung-Surgery/Oktavijan-Paul-Minanov/1306802095/,Male,,University of Michigan,1992,,Surgery;Thoracic and Cardiac Surgery,St. John Hospital and Medical Center;McLaren Macomb;St. John Macomb/Oakland Hospitals;Beaumont Hospital Grosse Pointe;,-99,-99.0,37,18.8,-0.869983386777411,4.3,6.0
630,Dr. Edward T. Murphy,1124090808,www.checkbook.org/surgeonratings/Lung-Surgery/Edward-T-Murphy/1124090808/,Male,,SUNY-Stony Brook,1988,U Vt,Thoracic and Cardiac Surgery,Spectrum Health;Mercy Health;,-99,-99.0,34,28.4,0.21026354978735423,4.626530612244898,98.0
631,Dr. Mark Burton Orringer,1912913187,www.checkbook.org/surgeonratings/Lung-Surgery/Mark-Burton-Orringer/1912913187/,Male,,University of Pittsburgh,1967,The Johns Hopkins Hospital,Surgery;Thoracic and Cardiac Surgery,,-99,-99.0,17,49.9,2.629566584802194,4.560714285714286,112.0
632,Dr. Lawrence H. Patzelt,1780656520,www.checkbook.org/surgeonratings/Lung-Surgery/Lawrence-H-Patzelt/1780656520/,Male,,,,,Thoracic and Cardiac Surgery,Spectrum Health;Mercy Health;,-99,-99.0,39,24.7,-0.20608162368031574,5.0,2.0
633,Dr. Allan Pickens,1437165610,www.checkbook.org/surgeonratings/Lung-Surgery/Allan-Pickens/1437165610/,Male,,University of Alabama,1995,,Surgery;Thoracic and Cardiac Surgery,Emory University Hospital Midtown;Emory University Hospital;,136,8.0,125,24.3,0.1969310334272571,4.7466257668711656,163.0
634,Dr. Rishindra Mamidi Reddy,1881712032,www.checkbook.org/surgeonratings/Lung-Surgery/Rishindra-Mamidi-Reddy/1881712032/,Male,,Northwestern University,2000,,Surgery;Thoracic and Cardiac Surgery,,120,3.7,113,21.8,-0.5927472138307806,4.190909090909091,11.0
635,Dr. Behrooz Shabahang,1417980707,www.checkbook.org/surgeonratings/Lung-Surgery/Behrooz-Shabahang/1417980707/,Male,,Georgetown University,1984,"University of California, San Diego",Thoracic and Cardiac Surgery,Mercy Health Saint Mary's;,135,7.3,130,21.9,-0.043754430350699286,4.77,60.0
636,Dr. Marc Silver,1285746610,www.checkbook.org/surgeonratings/Lung-Surgery/Marc-Silver/1285746610/,Male,,Wayne State University,1995,Strong Memorial Hospital,Surgery;Thoracic and Cardiac Surgery,Genesys Regional Medical Center;,-99,-99.0,34,48.8,2.505788289987481,3.9,7.0
637,Dr. Richard G. Smith,1093938193,www.checkbook.org/surgeonratings/Lung-Surgery/Richard-G-Smith/1093938193/,Male,,Howard University,1976,,Obstetrics and Gynecology,Munson Medical Center;,-99,-99.0,31,10.5,-1.803946884015698,,
638,Dr. David I. Sternberg,1306002266,www.checkbook.org/surgeonratings/Lung-Surgery/David-I-Sternberg/1306002266/,Male,,New York University,2001,,Surgery;Thoracic and Cardiac Surgery,"Henry Ford Hospital;Beaumont Hospital, Farmington Hills;Henry Ford Macomb Hospital;",-99,-99.0,31,34.1,0.8516601683726841,3.5464285714285713,28.0
639,Dr. Mack Carlyle Stirling,1467575944,www.checkbook.org/surgeonratings/Lung-Surgery/Mack-Carlyle-Stirling/1467575944/,Male,,Johns Hopkins University,1979,University of Michigan Hospitals,Surgery;Thoracic and Cardiac Surgery,Munson Medical Center;,-99,-99.0,61,31.4,0.5478407174638434,3.3,7.0
640,Dr. Anup Sud,1316972631,www.checkbook.org/surgeonratings/Lung-Surgery/Anup-Sud/1316972631/,Male,,Foreign Medical School--I,br/>,,Thoracic and Cardiac Surgery,McLaren Flint;,-99,-99.0,18,12.4,-1.5901480111539215,3.885714285714286,14.0
641,Dr. Vita Veronika Sullivan,1932125986,www.checkbook.org/surgeonratings/Lung-Surgery/Vita-Veronika-Sullivan/1932125986/,Female,,University of Chicago,1997,,Surgery;Thoracic and Cardiac Surgery,St. Joseph Mercy Hospital;,-99,-99.0,69,33.4,0.772892162581503,,
642,Dr. John D. Talbott,1942309455,www.checkbook.org/surgeonratings/Lung-Surgery/John-D-Talbott/1942309455/,Male,,West Virginia School of Osteopathic Medicine,1983,,None,McLaren Northern Michigan;Sparrow Hospital;,-99,-99.0,22,18.5,-0.9037411035450601,4.010344827586207,29.0
643,Dr. Tomasz A. Timek,1578593612,www.checkbook.org/surgeonratings/Lung-Surgery/Tomasz-A-Timek/1578593612/,Male,,University of Chicago,1996,,Thoracic and Cardiac Surgery,Spectrum Health;Mercy Health;,-99,-99.0,23,30.0,0.390304705881482,4.8963636363636365,110.0
644,Dr. Robert James Welsh,1013998731,www.checkbook.org/surgeonratings/Lung-Surgery/Robert-James-Welsh/1013998731/,Male,,Wayne State University,1984,,Surgical Critical Care;Thoracic and Cardiac Surgery,Beaumont Hospital Royal Oak;Beaumont Hospital Troy;,133,4.5,131,29.7,-0.027522499200705458,3.1885714285714286,35.0
645,Dr. Charles L. Willekes,1801868583,www.checkbook.org/surgeonratings/Lung-Surgery/Charles-L-Willekes/1801868583/,Male,,University of Iowa,1991,,Surgery;Thoracic and Cardiac Surgery,Spectrum Health;,-99,-99.0,37,25.0,-0.17232390691266672,4.704395604395605,91.0
646,Dr. Mark S. Allen,1396721312,www.checkbook.org/surgeonratings/Lung-Surgery/Mark-S-Allen/1396721312/,Male,,Hahnemann University,1982,Massachusetts General Hospital,Surgery;Thoracic and Cardiac Surgery,Mayo Clinic Hospital St. Marys Campus;,218,2.6,211,29.0,-0.353683264587703,4.271428571428571,14.0
647,Dr. Rafael Santiago Andrade,1538103155,www.checkbook.org/surgeonratings/Lung-Surgery/Rafael-Santiago-Andrade/1538103155/,Male,,,,,Surgery;Thoracic and Cardiac Surgery,"University of Minnesota Medical Center, Fairview;",-99,-99.0,25,50.1,2.65207172931396,3.7,22.0
648,Dr. Mary J. Boylan,1851343131,www.checkbook.org/surgeonratings/Lung-Surgery/Mary-J-Boylan/1851343131/,Female,,SUNY-Downstate,1983,University of Illinois,Thoracic and Cardiac Surgery,St. Luke's Hospital (Duluth);,-99,-99.0,25,15.1,-1.2863285602450811,4.3,12.0
649,Dr. Stephen D. Cassivi,1659350833,www.checkbook.org/surgeonratings/Lung-Surgery/Stephen-D-Cassivi/1659350833/,Male,,Foreign Medical School--Canada,1994,U Toronto Hosps,Thoracic and Cardiac Surgery,Mayo Clinic Hospital St. Marys Campus;,185,1.4,172,25.0,-0.7598568754894092,4.7,15.0
650,Dr. Matthew Jason Graczyk,1598965121,www.checkbook.org/surgeonratings/Lung-Surgery/Matthew-Jason-Graczyk/1598965121/,Male,,University of Minnesota,2002,,Surgery;Thoracic and Cardiac Surgery,Abbott Northwestern Hospital;,-99,-99.0,44,18.8,-0.869983386777411,5.0,8.0
651,Dr. Louis F. Jacques,1700816998,www.checkbook.org/surgeonratings/Lung-Surgery/Louis-F-Jacques/1700816998/,Male,,,,,Surgery,Fairview Southdale Hospital;United Hospital (St Paul);Abbott Northwestern Hospital;,164,3.4,155,27.8,-0.3004505876003031,4.74041095890411,146.0
652,Dr. Jong D. Kim,1679548036,www.checkbook.org/surgeonratings/Lung-Surgery/Jong-D-Kim/1679548036/,Male,,University of Illinois,1995,,Thoracic and Cardiac Surgery,Mercy Hospital (Coon Rapids);,-99,-99.0,36,34.9,0.9416807464197475,,
653,Dr. Francis C. Nichols,1992775159,www.checkbook.org/surgeonratings/Lung-Surgery/Francis-C-Nichols/1992775159/,Male,,University of Virg,br/>,,Surgery;Thoracic and Cardiac Surgery,Mayo Clinic Hospital St. Marys Campus;,117,2.7,113,26.0,-0.5073783346106103,,
654,Dr. Christopher W. Seder,1467667360,www.checkbook.org/surgeonratings/Lung-Surgery/Christopher-W-Seder/1467667360/,Male,,Michigan State University,2004,,Surgery;Thoracic and Cardiac Surgery,Rush University Medical Center;,-99,-99.0,27,41.5,1.684350515308024,4.828169014084507,71.0
655,Dr. John Gregory Shearen,1134163090,www.checkbook.org/surgeonratings/Lung-Surgery/John-Gregory-Shearen/1134163090/,Male,,University of Minnesota,1979,,Surgery,St. Joseph's Hospital (St Paul);United Hospital (St Paul);Woodwinds Health Campus;St. John's Hospital;,-99,-99.0,19,19.8,-0.7574576642185813,,
656,Dr. K. Robert Shen,1871662411,www.checkbook.org/surgeonratings/Lung-Surgery/K-Robert-Shen/1871662411/,Male,,Yale University,1995,,Surgery;Thoracic and Cardiac Surgery,Mayo Clinic Hospital St. Marys Campus;,161,2.0,153,19.5,-0.9787415296341676,4.085714285714285,7.0
657,Dr. Mark L. Solfelt,1871568261,www.checkbook.org/surgeonratings/Lung-Surgery/Mark-L-Solfelt/1871568261/,Male,,University of Minnesota,1986,,Surgery;Thoracic and Cardiac Surgery,Fairview Southdale Hospital;North Memorial Medical Center;Mercy Hospital (Coon Rapids);,-99,-99.0,33,15.6,-1.2300656989656664,4.317391304347826,23.0
658,Dr. Ted Hanshus Spooner,1932188653,www.checkbook.org/surgeonratings/Lung-Surgery/Ted-Hanshus-Spooner/1932188653/,Male,,Buffalo State University,1979,,Thoracic and Cardiac Surgery,Park Nicollet Methodist Hospital;,-99,-99.0,21,35.8,1.0429538967226941,4.604545454545455,22.0
659,Dr. John Mcdonald Streitz,1366461725,www.checkbook.org/surgeonratings/Lung-Surgery/John-Mcdonald-Streitz/1366461725/,Male,,University of Minne,br/>,,Surgery;Thoracic and Cardiac Surgery,Essentia Health St. Mary's Medical Center;,-99,-99.0,48,31.7,0.5815984342314925,5.0,6.0
660,Dr. Dennis A. Wigle,1922117969,www.checkbook.org/surgeonratings/Lung-Surgery/Dennis-A-Wigle/1922117969/,Male,,,,,None,Mayo Clinic Hospital St. Marys Campus;,147,4.9,144,31.1,0.11161956185182442,4.71578947368421,19.0
661,Dr. Pierre Edouard De Delva,1043294432,www.checkbook.org/surgeonratings/Lung-Surgery/Pierre-Edouard-De-Delva/1043294432/,Male,,Emory University,2002,,Surgery;Thoracic and Cardiac Surgery,University of Mississippi Medical Center;,-99,-99.0,21,49.8,2.6183140125463105,5.0,20.0
662,Dr. James C. Gilmore,1477560050,www.checkbook.org/surgeonratings/Lung-Surgery/James-C-Gilmore/1477560050/,Male,,University of Mississippi,1980,,Thoracic and Cardiac Surgery,Magnolia Regional Health Center;,-99,-99.0,16,25.5,-0.11606104563325186,3.888888888888889,18.0
663,Dr. Albert Michael Koury,1225143910,www.checkbook.org/surgeonratings/Lung-Surgery/Albert-Michael-Koury/1225143910/,Male,,University of Mississippi,1982,,Surgery;Thoracic and Cardiac Surgery,Mississippi Baptist Medical Center;St. Dominic-Jackson Memorial Hospital;,180,11.3,174,29.8,1.0044627263701673,4.7,10.0
664,Dr. Gerhard H. Mundinger,1316098833,www.checkbook.org/surgeonratings/Lung-Surgery/Gerhard-H-Mundinger/1316098833/,Male,,University of Colorado,1975,Johns Hopkins,Thoracic and Cardiac Surgery,St. Dominic-Jackson Memorial Hospital;Central Mississippi Medical Center;River Oaks Hospital;,-99,-99.0,13,42.1,1.7518659488433221,4.345454545454545,33.0
665,Dr. Billy D. Parsons,1568457828,www.checkbook.org/surgeonratings/Lung-Surgery/Billy-D-Parsons/1568457828/,Male,,University of Oklahoma,1989,,Surgery;Thoracic and Cardiac Surgery,Magnolia Regional Health Center;CHRISTUS St. Michael Health System;Wadley Regional Medical Center;,-99,-99.0,22,23.0,-0.3973753520303262,4.544444444444445,18.0
666,Dr. Anthony Bedear Petro,1487769154,www.checkbook.org/surgeonratings/Lung-Surgery/Anthony-Bedear-Petro/1487769154/,Male,,University of Mississippi,1969,,Surgery,Mississippi Baptist Medical Center;St. Dominic-Jackson Memorial Hospital;,-99,-99.0,31,45.7,2.1569585500551094,4.5,30.0
667,Dr. Vishal Sachdev,1538169503,www.checkbook.org/surgeonratings/Lung-Surgery/Vishal-Sachdev/1538169503/,Male,,Louisiana State University-New Orleans,1993,,Thoracic and Cardiac Surgery,North Mississippi Medical Center - Tupelo;,-99,-99.0,45,26.8,0.030222393693226893,,
668,Dr. Walter Jospeh Surowiec,1134142821,www.checkbook.org/surgeonratings/Lung-Surgery/Walter-Jospeh-Surowiec/1134142821/,Male,,,,,Surgery;Thoracic and Cardiac Surgery;Vascular Surgery,Memorial Hospital at Gulfport;,75,14.2,73,24.9,1.1664866067458135,4.4,7.0
669,Dr. David Smith Talton,1629078746,www.checkbook.org/surgeonratings/Lung-Surgery/David-Smith-Talton/1629078746/,Male,,,,,Thoracic and Cardiac Surgery,North Mississippi Medical Center - Tupelo;,-99,-99.0,69,21.6,-0.5549113636126877,4.3,12.0
670,Dr. Edward M. Bender,1235241316,www.checkbook.org/surgeonratings/Lung-Surgery/Edward-M-Bender/1235241316/,Male,,Wayne State University,1980,,Thoracic and Cardiac Surgery,St. Francis Medical Center (Cape Girardeau);,75,16.7,71,31.1,1.8926541920616164,4.7,12.0
671,Dr. Mark Lawrence Blucher,1568433951,www.checkbook.org/surgeonratings/Lung-Surgery/Mark-Lawrence-Blucher/1568433951/,Male,,New York University,1994,,Thoracic and Cardiac Surgery,Mercy Hospital St. Louis;,-99,-99.0,49,21.8,-0.5324062191009218,4.589333333333333,75.0
672,Dr. Normand Robert Caron,1609813344,www.checkbook.org/surgeonratings/Lung-Surgery/Normand-Robert-Caron/1609813344/,Male,,University of Texas-San Antonio,1983,,Surgery;Thoracic and Cardiac Surgery,University of Missouri Hospital;,108,9.6,107,28.2,0.6578524134623704,,
673,Dr. Jeanne H. Cleveland,1508837121,www.checkbook.org/surgeonratings/Lung-Surgery/Jeanne-H-Cleveland/1508837121/,Female,,Northwestern University,1998,University Hospital,Thoracic and Cardiac Surgery,Mercy Hospital St. Louis;,-99,-99.0,31,26.9,0.04147496594910963,4.7124999999999995,48.0
674,Dr. Cordie C. Coordes,1396744835,www.checkbook.org/surgeonratings/Lung-Surgery/Cordie-C-Coordes/1396744835/,Male,,University of Nebraska,1976,U Mo Hlth Scis Ctr,Thoracic and Cardiac Surgery,St. Luke's Hospital (Chesterfield);St. Anthony's Medical Center;,-99,-99.0,48,18.4,-0.9149936758009432,4.890476190476191,21.0
675,Dr. Traves Dean Crabtree,1790703429,www.checkbook.org/surgeonratings/Lung-Surgery/Traves-Dean-Crabtree/1790703429/,Male,,Southern Illinois University,1995,,Thoracic and Cardiac Surgery,Barnes-Jewish Hospital;Christian Northeast Hospital;,188,7.5,181,29.9,0.43653548751529414,4.5,52.0
676,Dr. Stephen E. D'Orazio,1437189552,www.checkbook.org/surgeonratings/Lung-Surgery/Stephen-E-DOrazio/1437189552/,Male,,Thomas Jefferson University,1988,St Louis University Hlth Scis Ctr,Thoracic and Cardiac Surgery,SSM St. Joseph Health Center;SSM DePaul Health Center;,-99,-99.0,42,21.9,-0.5211536468450391,4.59390243902439,82.0
677,Dr. John Russell Davis,1891775920,www.checkbook.org/surgeonratings/Lung-Surgery/John-Russell-Davis/1891775920/,Male,,,,,Surgery;Thoracic and Cardiac Surgery,Saint Luke's Hospital of Kansas City;North Kansas City Hospital;Mercy Hospital Fort Smith;Northwest Medical Center (Bentonville);Mercy Hospital Northwest Arkansas;Washington Regional Medical Center;,-99,-99.0,40,19.8,-0.7574576642185813,3.6666666666666665,12.0
678,Dr. Joss D. Fernandez,1235173642,www.checkbook.org/surgeonratings/Lung-Surgery/Joss-D-Fernandez/1235173642/,Male,,University of Virginia,2000,,Surgery;Thoracic and Cardiac Surgery;Vascular Surgery,Boone Hospital Center;University of Iowa Hospitals and Clinics;,-99,-99.0,20,5.0,-2.4228383580892614,4.7272727272727275,33.0
679,Dr. Peter Fonseca,1760483101,www.checkbook.org/surgeonratings/Lung-Surgery/Peter-Fonseca/1760483101/,Male,,Saint Louis University,1987,Wright State U,Surgery;Thoracic and Cardiac Surgery,St. Anthony's Medical Center;SSM DePaul Health Center;,112,8.3,106,24.0,0.2253327164894444,4.548466257668711,163.0
680,Dr. John M. Forman,1992871123,www.checkbook.org/surgeonratings/Lung-Surgery/John-M-Forman/1992871123/,Male,,University of Rochester,1979,Strong Memorial Hospital,Surgery;Thoracic and Cardiac Surgery,Freeman Hospital West;Research Medical Center;St. Joseph Medical Center (Kansas City);Overland Park Regional Medical Center;,-99,-99.0,22,31.0,0.5028304284403118,4.594736842105263,38.0
681,Dr. Michael Ford Gibson,1689634313,www.checkbook.org/surgeonratings/Lung-Surgery/Michael-Ford-Gibson/1689634313/,Male,,Louisiana State University-Shreveport,1997,,Surgery;Thoracic and Cardiac Surgery,Liberty Hospital;Carolinas Hospital System;,-99,-99.0,49,26.6,0.007717249181461022,3.6930232558139537,43.0
682,Dr. Michael Earl Gorton,1679684591,www.checkbook.org/surgeonratings/Lung-Surgery/Michael-Earl-Gorton/1679684591/,Male,,University of Kansas,1986,,Thoracic and Cardiac Surgery,Liberty Hospital;,-99,-99.0,47,23.0,-0.3973753520303262,5.0,8.0
683,Dr. Bruce Jones,1679531453,www.checkbook.org/surgeonratings/Lung-Surgery/Bruce-Jones/1679531453/,Male,,University of Nebraska,1989,,Thoracic and Cardiac Surgery,St. Francis Medical Center (Cape Girardeau);,-99,-99.0,28,26.9,0.04147496594910963,4.466666666666666,24.0
684,Dr. Alexander Sasha Krupnick,1437175668,www.checkbook.org/surgeonratings/Lung-Surgery/Alexander-Sasha-Krupnick/1437175668/,Male,,University of Michigan,1996,,Surgery;Thoracic and Cardiac Surgery,Barnes-Jewish Hospital;,-99,-99.0,33,40.9,1.616835081772726,3.2,5.0
685,Dr. John P. Marbarger,1619948205,www.checkbook.org/surgeonratings/Lung-Surgery/John-P-Marbarger/1619948205/,Male,,,,,Thoracic and Cardiac Surgery,Mercy Hospital St. Louis;,-99,-99.0,30,26.5,-0.0035353230744221116,5.0,3.0
686,Dr. Michael Mauney,1104937713,www.checkbook.org/surgeonratings/Lung-Surgery/Michael-Mauney/1104937713/,Male,,Duke University,1991,University of Virginia,Thoracic and Cardiac Surgery,Missouri Baptist Medical Center;,-99,-99.0,81,23.6,-0.3298599184950282,4.56969696969697,33.0
687,Dr. Richard J. Mellitt,1730171026,www.checkbook.org/surgeonratings/Lung-Surgery/Richard-J-Mellitt/1730171026/,Male,,Saint Louis University,1989,,Surgery;Thoracic and Cardiac Surgery,Boone Hospital Center;,-99,-99.0,64,23.8,-0.30735477398326233,3.9826086956521745,23.0
688,Dr. Stephen Lee Meyer,1396712972,www.checkbook.org/surgeonratings/Lung-Surgery/Stephen-Lee-Meyer/1396712972/,Male,,Wayne State University,1992,,Thoracic and Cardiac Surgery,Mercy Hospital Joplin;,-99,-99.0,33,20.6,-0.6674370861715174,4.089285714285714,56.0
689,Dr. Bryan Fitch Meyers,1275551913,www.checkbook.org/surgeonratings/Lung-Surgery/Bryan-Fitch-Meyers/1275551913/,Male,,University of Chicago,1986,Massachusetts General Hospital,Thoracic and Cardiac Surgery,Barnes-Jewish Hospital;Barnes-Jewish West County Hospital;,-99,-99.0,64,32.4,0.6603664400226732,4.9,26.0
690,Dr. Nabil A. Munfakh,1578634226,www.checkbook.org/surgeonratings/Lung-Surgery/Nabil-A-Munfakh/1578634226/,Male,,University of Michigan,1985,,Surgery;Thoracic and Cardiac Surgery,Christian Northeast Hospital;Barnes-Jewish Hospital;SMS Health Good Samaritan - Mount Vernon;,-99,-99.0,64,29.0,0.2777789833226523,4.493333333333333,45.0
691,Dr. Michael C. Murphy,1649355355,www.checkbook.org/surgeonratings/Lung-Surgery/Michael-C-Murphy/1649355355/,Male,,University of Virginia,1983,,Thoracic and Cardiac Surgery,Missouri Baptist Medical Center;,-99,-99.0,52,24.5,-0.2285867681920816,4.94,20.0
692,Dr. Alexander F. Pak,1376594614,www.checkbook.org/surgeonratings/Lung-Surgery/Alexander-F-Pak/1376594614/,Male,,University of Wisconsin,1989,University at Buffalo - State University of New York,Surgery;Thoracic and Cardiac Surgery,North Kansas City Hospital;Saint Luke's Hospital of Kansas City;,-99,-99.0,52,24.0,-0.28484962947149645,4.6000000000000005,33.0
693,Dr. George A. Patterson,1154347375,www.checkbook.org/surgeonratings/Lung-Surgery/George-A-Patterson/1154347375/,Male,,,,,None,Barnes-Jewish Hospital;,214,4.6,205,24.9,-0.2824907195265597,4.5,29.0
694,Dr. Varun Puri,1336366087,www.checkbook.org/surgeonratings/Lung-Surgery/Varun-Puri/1336366087/,Male,,,,,Surgery;Thoracic and Cardiac Surgery,Barnes-Jewish St. Peters Hospital;Barnes-Jewish Hospital;Christian Northeast Hospital;,-99,-99.0,37,31.1,0.5140830006961948,5.0,15.0
695,Dr. Clyde R. Redmond,1700952462,www.checkbook.org/surgeonratings/Lung-Surgery/Clyde-R-Redmond/1700952462/,Male,,Louisiana State University-New Orleans,1984,,Surgery;Thoracic and Cardiac Surgery,Mercy Hospital Springfield;Saint Francis Hospital (Tulsa);,-99,-99.0,20,60.1,3.777328954902258,,
696,Dr. James R. Scharff,1407078827,www.checkbook.org/surgeonratings/Lung-Surgery/James-R-Scharff/1407078827/,Male,,Wake Forest University,2000,,Surgery;Thoracic and Cardiac Surgery,Missouri Baptist Medical Center;St. Luke's Hospital (Chesterfield);St. Anthony's Medical Center;,-99,-99.0,60,27.7,0.1314955439961735,4.692307692307692,26.0
697,Dr. Jane L. Schwabe,1942228879,www.checkbook.org/surgeonratings/Lung-Surgery/Jane-L-Schwabe/1942228879/,Female,,Creighton University,1989,,Surgery;Thoracic and Cardiac Surgery,Heartland Regional Medical Center (St Joseph);,-99,-99.0,27,38.7,1.369278492143301,4.076923076923077,13.0
698,Dr. William Mitchel See,1477554301,www.checkbook.org/surgeonratings/Lung-Surgery/William-Mitchel-See/1477554301/,Male,,University of Missouri,1980,University of Colorado,Thoracic and Cardiac Surgery,Boone Hospital Center;University of Missouri Hospital;Capital Region Medical Center;,-99,-99.0,27,31.7,0.5815984342314925,4.06036036036036,111.0
699,Dr. Frederic Lee Seligson,1548299621,www.checkbook.org/surgeonratings/Lung-Surgery/Frederic-Lee-Seligson/1548299621/,Male,,University of Pittsburgh,1982,University of Illinois,Surgery;Thoracic and Cardiac Surgery,Research Medical Center;Menorah Medical Center;St. Joseph Medical Center (Kansas City);,-99,-99.0,22,18.6,-0.8924885312891769,5.0,19.0
700,Dr. John B. Steinberg,1497796346,www.checkbook.org/surgeonratings/Lung-Surgery/John-B-Steinberg/1497796346/,Male,,University of Utah,1985,U Okla Hlth Sci Ctr,Thoracic and Cardiac Surgery,Cox Medical Center;,-99,-99.0,39,28.4,0.21026354978735423,4.608536585365854,82.0
701,Dr. R. Scott Stuart,1629020920,www.checkbook.org/surgeonratings/Lung-Surgery/R-Scott-Stuart/1629020920/,Male,,,,,Surgical Critical Care;Thoracic and Cardiac Surgery,North Kansas City Hospital;,-99,-99.0,42,26.4,-0.014787895330305246,,
702,Dr. Hon Chi Suen,1699771741,www.checkbook.org/surgeonratings/Lung-Surgery/Hon-Chi-Suen/1699771741/,Male,,,,,Surgery;Thoracic and Cardiac Surgery,Mercy Hospital Jefferson;Missouri Baptist Medical Center;St. Anthony's Medical Center;,140,6.0,132,36.1,0.5589625202176082,4.811111111111111,36.0
703,Dr. Van Eric Thompson,1952394264,www.checkbook.org/surgeonratings/Lung-Surgery/Van-Eric-Thompson/1952394264/,Male,,Washington University,1982,,Surgery;Thoracic and Cardiac Surgery,Boone Hospital Center;,-99,-99.0,51,21.0,-0.6224267971479857,5.0,1.0
704,Dr. Raymond Vetsch,1265477285,www.checkbook.org/surgeonratings/Lung-Surgery/Raymond-Vetsch/1265477285/,Male,,Foreign Medical School--Switzerland,1981,"Kautousspital, Aaran Switze",Thoracic and Cardiac Surgery,Freeman Hospital West;,-99,-99.0,58,29.5,0.3340418446020671,4.403846153846154,26.0
705,Dr. Stanley Ziomek,1639124647,www.checkbook.org/surgeonratings/Lung-Surgery/Stanley-Ziomek/1639124647/,Male,,Tulane University,1981,,Surgery;Thoracic and Cardiac Surgery,Poplar Bluff Regional Medical Center;,38,14.0,35,40.5,2.0140002150740113,4.157777777777778,45.0
706,Dr. David Zolfaghari,1104853316,www.checkbook.org/surgeonratings/Lung-Surgery/David-Zolfaghari/1104853316/,Male,,Medical College of Pennsylvania,1990,,Thoracic and Cardiac Surgery,Cox Medical Center;,-99,-99.0,52,20.5,-0.6786896584274006,4.657364341085271,129.0
707,Dr. Roch R. Boyer,1821100322,www.checkbook.org/surgeonratings/Lung-Surgery/Roch-R-Boyer/1821100322/,Male,,Western University,1986,,Surgery,Kalispell Regional Medical Center;,-99,-99.0,30,13.9,-1.4213594273156769,5.0,12.0
708,Dr. John A. Federico,1356313449,www.checkbook.org/surgeonratings/Lung-Surgery/John-A-Federico/1356313449/,Male,,Georgetown University,1986,Maine Medical Center,Surgery,Yale-New Haven Hospital Saint Raphael Campus;Yale-New Haven Hospital;,-99,-99.0,100,19.1,-0.8362256700097621,3.6147540983606556,122.0
709,Dr. Jason Fitzgerald,1851372346,www.checkbook.org/surgeonratings/Lung-Surgery/Jason-Fitzgerald/1851372346/,Male,,Western University,1999,,Surgery;Thoracic and Cardiac Surgery,St. Vincent Healthcare;,-99,-99.0,16,24.6,-0.21733419593619846,3.98,15.0
710,Dr. John R. Gregory,1861504847,www.checkbook.org/surgeonratings/Lung-Surgery/John-R-Gregory/1861504847/,Male,,University of Colorado,1975,,Surgery,Billings Clinic and Hospital;,-99,-99.0,44,31.3,0.5365881452079607,4.071428571428571,28.0
711,Dr. Alexander Kraev,1841444197,www.checkbook.org/surgeonratings/Lung-Surgery/Alexander-Kraev/1841444197/,Male,,Oregon Health Sciences University,2006,,Surgery;Thoracic and Cardiac Surgery,Billings Clinic and Hospital;,-99,-99.0,23,30.0,0.390304705881482,4.466666666666667,6.0
712,Dr. Stewart Mclendon Long,1588720007,www.checkbook.org/surgeonratings/Lung-Surgery/Stewart-Mclendon-Long/1588720007/,Male,,Georgia Health Sciences University,1997,,Surgery;Thoracic and Cardiac Surgery,St. Patrick Hospital;,-99,-99.0,55,29.1,0.2890315555785354,5.0,10.0
713,Dr. Brett Alan Williams,1639236011,www.checkbook.org/surgeonratings/Lung-Surgery/Brett-Alan-Williams/1639236011/,Male,,University of Oklahoma,1982,U Tenn,Thoracic and Cardiac Surgery,Benefis Healthcare - East Campus;,83,2.5,77,15.6,-1.1226991195471996,4.160606060606061,33.0
714,Dr. John T. Batter,1932189453,www.checkbook.org/surgeonratings/Lung-Surgery/John-T-Batter/1932189453/,Male,,Creighton University,1987,Creighton U,Thoracic and Cardiac Surgery,Nebraska Methodist Hospital;CHI Health Bergan Mercy;The Nebraska Medical Center;,101,7.8,93,29.1,0.43680573993777405,2.8846153846153846,39.0
715,Dr. Michael C. Bibler,1831279132,www.checkbook.org/surgeonratings/Lung-Surgery/Michael-C-Bibler/1831279132/,Male,,Kirksville College of Osteopathic Medicine,1993,,None,Good Samaritan Hospital (Kearney);,-99,-99.0,44,18.7,-0.8812359590332942,3.3,8.0
716,Dr. R. Kent Jex,1629163910,www.checkbook.org/surgeonratings/Lung-Surgery/R-Kent-Jex/1629163910/,Male,,University of Utah,1982,,Thoracic and Cardiac Surgery,Nebraska Heart Institute Heart Hospital;CHI Health St. Elizabeth;,-99,-99.0,28,15.7,-1.2188131267097835,,
717,Dr. Rudy P. Lackner,1578512604,www.checkbook.org/surgeonratings/Lung-Surgery/Rudy-P-Lackner/1578512604/,Male,,New York Medical College,1985,Long Island Jewish Medical Center,Surgery;Thoracic and Cardiac Surgery,The Nebraska Medical Center;,176,10.0,167,33.6,1.02204591963256,4.807407407407408,108.0
